행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2019년 9월 공연 대중가요 yellow 감성콘서트,장성문화예술회관 대공연장,기획공연,2019-09-10,2019-09-10,19:00,21:00,유료,장성군문화시설사업소,장성군문화시설사업소,061-390-8475,,684,5000,08세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/culture/artcenter,https://www.jangseong.go.kr/home/culture/artcenter/artcenter_ticketing,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2022-09-14,4980000,전라남도 장성군
제주를 빛낸 스타틀과 함께하는 BRAVO 서귀포,서귀포예술의전당 대극장,공연,2022-06-18,2022-06-18,17:00,19:00,유료,서귀포예술의전당,서귀포예술의전당,064-760-3365,,,1층20000원+2층15000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
2022 서귀포예술의전당 특별프로그램 문화를 꿈꾸며 삶을 노래하며,서귀포예술의전당 대극장,공연,2022-07-23,2022-07-23,18:00,20:00,무료,서귀포예술의전당,서귀포예술의전당,064-760-3365,,,,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
피아니스트 박재홍 리사이틀,서귀포예술의전당 대극장,공연,2022-07-23,2022-07-23,19:30,21:30,유료,뮤직글레프,서귀포예술의전당,064-760-3365,,,5000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
2022년 제7회 서귀포오페라페스티벌 오페라 비밀결혼,서귀포예술의전당 소극장,공연,2022-07-30,2022-07-30,15:00,21:00,유료,제주특별자치도성악협회,서귀포예술의전당,064-760-3368,,,10000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
2022년 제7회 서귀포오페라페스티벌 오페라 세빌리아의 이발사,서귀포예술의전당 대극장,공연,2022-08-05,2022-08-06,19:30,15:00,유료,글로벌오페라단,서귀포예술의전당,064-760-3368,,,1층25000원+2층20000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
국악힙합 융복합 퓨전콘서트 무브먼트코리아IN서귀포,서귀포예술의전당 소극장,공연,2022-08-14,2022-08-14,14:00,14:00,무료,서귀포예술의전당,문화체육관광부,064-760-3365,,,,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
제주춤아카데미 성과발표회,서귀포예술의전당 대극장,공연,2022-08-20,2022-08-20,18:00,18:00,무료,서귀포예술의전당,문화체육관광부,064-760-3368,,,,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
창작뮤지컬 고향역,서귀포예술의전당 대극장,공연,2022-08-27,2022-08-27,15:00,21:00,유료,서귀포예술의전당,한국문화예술회관연합회,064-760-3365,,,1층20000원+2층10000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
온가족이 함께하는 우리노래,서귀포예술의전당 대극장,공연,2022-08-29,2022-08-29,19:30,21:30,유료,서귀포예술의전당,한국문화예술회관연합회,064-760-3365,,,1층20000원+2층15000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
아트프로젝트 나무꽃의 덩더쿵펑키,서귀포예술의전당 대극장,공연,2022-08-31,2022-08-31,19:30,21:30,유료,아트프로젝트 나무꽃,서귀포예술의전당,064-760-3368,,,5000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
리얼리티 오페라콘서트 여인의 향기,서귀포예술의전당 대극장,공연,2022-09-04,2022-09-04,17:00,19:00,무료,문화체육관광부,서귀포예술의전당,064-760-3365,,,,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
퀸 엘리자베스 콩쿠르 수상자 콘서트,서귀포예술의전당 대극장,공연,2022-09-16,2022-09-16,19:30,21:30,유료,sbu,서귀포예술의전당,064-760-3368,,,1층10000원+2층5000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
이중섭 그림과 편지,서귀포예술의전당 대극장,공연,2022-09-29,2022-09-29,19:30,21:30,유료,서귀포예술의전당,서귀포예술의전당,064-760-3368,,,5000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
뮤지컬 라흐마니노프,서귀포에술의전당 대극장,공연,2022-10-14,2022-10-15,19:30,20:00,유료,서귀포예술의전당,한국문화예술회관연합회,064-760-3365,,,1층20000원+2층15000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
힐링코미디연극 수상한 집주인,서귀포에술의전당 대극장,공연,2022-11-11,2022-11-12,19:30,20:00,유료,서귀포예술의전당,한국문화예술회관연합회,064-760-3365,,,1층15000원+2층10000원,,,,,,Y,제주특별자치도 서귀포시 태평로 270,,33.24633342,126.5507911,2022-08-31,6520000,제주특별자치도 서귀포시
거리로나온예술,양평군 관내,관내 예술단체의 거리형 다원예술행사,2022-05-01,2022-11-30,00:00,23:59,무료,경기도 양평군청,경기도 양평군청,031-773-2475,경기도 양평군청,0,무료,전연령,,,http://www.ypcf.or.kr/,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2022-09-02,4170000,경기도 양평군
찾아가는 문화활동,양평군 소외시설,소외계층을 대상으로 한 찾아가는 문화행사,2022-05-01,2022-12-30,00:00,23:59,무료,경기도 양평군청,경기도 양평군청,031-773-2899,경기도 양평군청,0,무료,전연령,,,http://www.ypcf.or.kr/,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2022-09-02,4170000,경기도 양평군
코믹연극 그놈은 예뻤다.,강진아트홀 대공연장,연극,2019-12-17,2019-12-07,19:00,21:00,유료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,(일반)3천원+(청소년)2천원,제한없음,65세이상 무료,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2022-08-31,4920000,전라남도 강진군
최신영화 82년생 김지영,강진아트홀 대공연장,영화상영,2019-12-18,2019-12-18,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2022-08-31,4920000,전라남도 강진군
뮤지컬 어린왕자,강진아트홀 대공연장,연극,2019-12-23,2019-12-23,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2022-08-31,4920000,전라남도 강진군
최신영화 신의 한수 2,강진아트홀 대공연장,영화상영,2020-01-14,2020-01-14,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,15세이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2022-08-31,4920000,전라남도 강진군
최신영화 천문 상영,강진아트홀 대공연장,영화상영,2020-01-31,2020-01-31,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,12세 이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2022-08-31,4920000,전라남도 강진군
화요문화산책_가을밤 어쿠스틱 <블루밍 가든>,광산문화예술회관,어쿠스틱 팝 음악과 케이팝 댄스의 콜라보 공연,2018-10-16,2018-10-16,19:30,20:30,무료,광주시티문화예술단,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
제11회 광주합창제,빛고을시민문화회관,"합창곡 3곡, 연합합창곡 2곡",2018-10-27,2018-10-27,14:00,16:00,무료,한국합창총연합회 광주광역시지회,한국합창총연합회 광주광역시지회,,,,,,,,,, ,광주광역시 남구 천변좌로338번길 7,,35.14790588,126.9078967,2022-08-25,3630000,광주광역시 광산구
"광산인문학콘서트_<예술가가 되자, 지금 당장>",광산문화예술회관,인문학적 통찰력과 순수예술성의 중요함을 강조하는 강연과 문화공연,2018-10-31,2018-10-31,19:30,22:00,무료,한국문화예술회관연합회+광주광역시 광산구청,문화체육관광부,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
화요문화산책_클래식 크로스오버 앙상블 디오 <세대공감 음악여행>,광산문화예술회관,세대를 아울러 사랑받는 노래들을 모아 연주하는 클래식 공연,2018-11-13,2018-11-13,19:30,20:50,무료,앙상블 디오,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
2018 광산구립합창단 재능나눔 공연 ④,인광요양병원,"합창 공연 7곡, 색소폰 공연 2곡",2018-11-20,2018-11-20,14:00,14:30,무료,광산구립합창단,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 삼도로 84-3,,35.16272113,126.6677389,2022-08-25,3630000,광주광역시 광산구
광산하우스콘서트_낭만스테이지 <민요랑 만요랑>,광산문화예술회관,민요와 만요 공연을 한 무대에서 선보이는 공연,2018-11-28,2018-11-28,19:30,20:40,무료,한국문화예술회관연합회+광주광역시 광산구청,문화체육관광부,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
비보이 뮤지컬 <마리오네트>,광산문화예술회관,"인형사의 ‘마리오네트’를 모티브로, 인간의 다양한 감정을 비보잉으로 풀어낸 공연",2018-12-08,2018-12-08,17:00,18:00,무료,광주광역시 광산구청+㈜서울예술기획,한국문화예술회관연합회,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
화요문화산책_퓨전국악콘서트 <뽀삐왈왈(曰曰)>,광산문화예술회관,"해금, 피리, 피아노, 행드럼 등 동·서양의 악기를 함께 연주하는 퓨전국악 공연",2018-12-11,2018-12-11,19:30,20:50,무료,뽀삐와 아이들,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
렉처콘서트 <전원경의 미술관 옆 음악당>,광산문화예술회관,유럽의 특정 도시에서 창작된 음악과 미술작품을 함께 감상하는 강연 콘서트,2018-12-15,2018-12-15,17:00,18:00,무료,광주광역시 광산구청+수원문화재단,한국문화예술회관연합회,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
제18회 광산구립합창단 정기연주회,광산문화예술회관,"‘대관식미사’, ‘도라지꽃, ’뚱보새‘ 등 13곡 소개 및 연주",2018-12-21,2018-12-21,19:30,21:00,무료,광산구립합창단,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
2019 광산구립합창단 재능나눔 공연 ①,광주보훈요양원,"합창공연 7곡, 독창1곡, 색소폰 공연1곡",2019-04-18,2019-04-18,14:00,14:30,무료,광산구립합창단,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 첨단월봉로 85,,35.20730004,126.8478355,2022-08-25,3630000,광주광역시 광산구
광산하우스콘서트_청소년 해방콘서트<구름위의 캐슬>,광산문화예술회관,청소년들의 고민과 꿈에 대해 상담가의 조언과 전문연주자의 공연이 있는 힐링 토크콘서트,2019-04-24,2019-04-24,19:30,20:30,유료,한국문화예술회관연합회+광주광역시 광산구청,문화체육관광부,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
해설이 있는 타악 <락의로>,광산문화예술회관,젊음을 상징하는 락(rock)과 전통타악 그리고 미디어아트가 결합한 타악 콘서트,2019-05-11,2019-05-11,14:00,18:00,무료,광주광역시 광산구청+전통문화연구회 얼쑤,광주광역시 광산구청+전통문화연구회 얼쑤,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
화요문화산책_앙상블Bom <봄을 담은 음악편지>,광산문화예술회관,봄을 주제로 한 시와 다채로운 연주곡으로 구성된 클래식 공연,2019-05-14,2019-05-14,19:30,20:30,무료,앙상블Bom,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
2019 오월국제교류음악회,광산문화예술회관,광산구립합창단과 일본 일어서라 합창단의 5.18정신을 기리는 국제교류음악회,2019-05-18,2019-05-18,16:30,18:30,무료,광주광역시 광산구청+광산구립합창단+푸른솔합창단,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
광산하우스콘서트_오월마당극 <언젠가봄날에>,광산문화예술회관,"5·18 민주화운동 당시 ‘행방불명자’와 그 가족들의 이야기를 통해 아픔과 슬픔, 그에 대한 극복과정을 형상화한 마당극",2019-05-29,2019-05-29,19:30,20:30,유료,한국문화예술회관연합회+광주광역시 광산구청,문화체육관광부,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
화요문화산책_국악그룹 꽃가람 <꽃이로구나>,광산문화예술회관,판소리와 민요무가 어우러진 국악공연,2019-06-11,2019-06-11,19:30,20:30,무료,국악그룹 꽃가람,광주광역시 광산구청,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
제15회 광주광역시 5개구 연합합창제,빛고을시민문화회관,"광주광역시 5개구 연합합창제(합창단별 각 3곡, 연합합창곡 1곡)",2019-06-21,2019-06-21,19:30,21:00,무료,광주광역시 남구,광주광역시 5개구 합창연합회,,,,,,,,,, ,광주광역시 남구 천변좌로338번길 7,,35.14790588,126.9078967,2022-08-25,3630000,광주광역시 광산구
창착초연 <뿌리깊은 나무>,광산문화예술회관,"원초적인 물, 불, 바람을 타악으로 표현한 신명나는 공연",2019-06-22,2019-06-22,14:00,18:00,무료,광주광역시 광산구청+전통문화연구회 얼쑤,광주광역시 광산구청+전통문화연구회 얼쑤,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
창작뮤지컬 <왕세자 실종사건>,광산문화예술회관,"조선시대 여름밤, 왕세자가 실종되어 추적하며 일어나는 이야기로 미스터리와 사랑이야기가 함께 있는 창작 뮤지컬",2019-06-25,2019-06-25,17:00,18:40,유료,광주광역시 광산구청+극단 죽도록 달린다,한국문화예술회관연합회,,,,,,,,,, ,광주광역시 광산구 광산로68번길 13,,35.14050104,126.7992316,2022-08-25,3630000,광주광역시 광산구
(11월 문화가 있는 날 콘서트)시즌 오브 소울 콘서트 Season of Soul Concert,백조홀,공연복합,2021-11-24,2021-11-24,19:30,20:50,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,141,재활용가능자원,5세이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
안동시립합창단 제22회 정기공연 BACH의 유산,웅부홀,공연클래식,2021-11-25,2021-11-25,19:30,21:00,무료,안동시립합창단,경상북도 안동시청,054-840-3600,,536,무료,초등학생이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
루체심포니오케스트라와 함께하는 스페셜 토크 콘서트,웅부홀,공연클래식,2021-11-27,2021-11-27,19:00,20:30,유료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,536,(R석)20000원+(A석)10000원,초등학생이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
연극 모두잘지냅니다,백조홀,공연연극,2021-11-27,2021-11-27,15:00,16:20,무료,극단안동,국립안동대학교링크사업단,054-840-3605,,141,무료,15세이상,홈페이지 참조,대관,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
연극 모두잘지냅니다,백조홀,공연연극,2021-11-27,2021-11-27,19:00,20:20,무료,극단안동,국립안동대학교링크사업단,054-840-3605,,141,무료,15세이상,홈페이지 참조,대관,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
안동대학교 경북도립교향악단 합동공연,웅부홀,공연클래식,2021-11-30,2021-11-30,19:30,21:30,무료,국립안동대학교,경상북도,054-820-5550,,527,무료,8세이상,홈페이지 참조,대관,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
제52회 경상북도산업디자인전람회,35갤러리,전시디자인,2021-11-30,2021-12-12,10:00,19:00,무료,대구경북공예협동조합,대구경북공예협동조합,053-626-6131,,,무료,전연령,홈페이지 참조,대관,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
제41회 국립안동대학교미술학과 교수작품전,34갤러리,전시회화,2021-11-30,2021-12-05,10:00,19:00,무료,안동대학교미술학과,안동대학교미술학과,054-820-5560,,,무료,전연령,홈페이지 참조,대관,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
삶에 자연을 채우다,5갤러리,전시공예,2021-11-30,2021-12-05,10:00,19:00,무료,김춘화자연염색,김춘화자연염색,054-840-3605,,,무료,전연령,홈페이지 참조,대관,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
아카펠라와 함께하는 연극 굿모닝 산타,백조홀,공연연극,2021-12-03,2021-12-03,19:30,20:40,유료,안동문화예술의전당+극단상상주머니,한국문화예술회관연합회,054-840-3600,문화체육관광부+한국문화예술위원회,138,10000원,7세이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
2021경상북도공연장상주단체 한예술단 기획공연 창작가무극 애기자운 꽃,웅부홀,공연무용,2021-12-04,2021-12-04,15:00,16:00,무료,한예술단,안동문화예술의전당,054-840-3600,경상북도+경북문화재단+한국문화예술위원회+한국국학진흥원,526,무료,7세이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
2021경상북도공연장상주단체 한예술단 기획공연 창작가무극 애기자운 꽃,웅부홀,공연무용,2021-12-04,2021-12-04,19:00,20:00,무료,한예술단,안동문화예술의전당,054-840-3600,경상북도+경북문화재단+한국문화예술위원회+한국국학진흥원,526,무료,7세이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
제3회 안동시농아인협회 미술전시회,5갤러리,전시회화,2021-12-07,2021-12-14,10:00,19:00,무료,(사)한국농아인협회 경상북도협회 안동시지회,(사)한국농아인협회 경상북도협회 안동시지회,054-853-9740,,,무료,전연령,홈페이지 참조,대관,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
(12월브런치콘서트)신현필 고희안 시네마 인 재즈,백조홀,공연클래식,2021-12-08,2021-12-08,11:00,12:00,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,100,10000원,5세이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
고전오페라 산책,웅부홀,공연클래식,2021-12-08,2021-12-08,19:30,20:50,무료,안동오페라단,안동오페라단,054-840-3605,,526,무료,7세이상,홈페이지 참조,대관,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
(2021문화예술교육축제)클래식인문학특강1 조희창의 러시아 피아노 음악이야기,백조홀,공연클래식,2021-12-11,2021-12-11,13:00,14:00,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,138,재활용가능자원,전연령,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
(2021문화예술교육축제)안동청춘합창단 제6회 정기연주회,웅부홀,공연클래식,2021-12-11,2021-12-11,15:00,16:00,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,526,무료,5세이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
(2021문화예술교육축제)마카다안동오케스트라 제2회 정기연주회,웅부홀,공연클래식,2021-12-11,2021-12-11,19:00,20:00,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,526,무료,5세이상,홈페이지 참조,기획,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766,2022-04-04,5070000,경상북도 안동시
안산시립합창단 제56회 정기연주회 한국가곡의밤,안산문화예술의전당 해돋이극장,합창공연,2017-04-20,2017-04-20,00:00,23:59,유료,안산시립합창단,경기도 안산시,031-481-4098,,1300,R석10000원+S석5000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2022-08-31,3930000,경기도 안산시
안산시립국악단 제52회 정기연주회,안산문화예술의전당 달맞이극장,국악관현악연주,2017-05-12,2017-05-12,00:00,23:59,유료,안산시립국악단,경기도 안산시,031-481-4097,,700,R석12000원+S석10000원+A석8000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2022-08-31,3930000,경기도 안산시
안산시립합창단 특별기획공연 제11회 세계합창심포지엄 초청기념 음악회,서울 예술의전당,합창공연,2017-06-03,2017-06-03,00:00,23:59,유료,안산시립합창단,경기도 안산시,031-481-4098,,2300,R석20000원+S석10000원+A석7000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2022-08-31,3930000,경기도 안산시
안산시립국악단 기획연주회 SHOW ME THE 樂,안산문화예술의전당 달맞이극장,국악관현악연주,2017-07-20,2017-07-20,00:00,23:59,유료,안산시립국악단,경기도 안산시,031-481-4097,,700,VIP석 30000원+R석20000원+S석15000원+A석10000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2022-08-31,3930000,경기도 안산시
"안산시립합창단 특별기획공연 안산, 즐거움을 노래하다III",안산문화예술의전당 해돋이극장,합창공연,2017-08-19,2017-08-19,00:00,23:59,무료,안산시립합창단,경기도 안산시,031-481-4098,,1300,,만6세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2022-08-31,3930000,경기도 안산시
안산시 기획공연 쉼 가을여행,안산문화광장 전망대광장,대중공연,2017-09-15,2017-09-15,00:00,23:59,무료,경기도 안산시,경기도 안산시,031-481-2068,,1000,,만5세이상 관람가능,,,https://www2.ansan.go.kr/danwongu/,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2022-08-31,3930000,경기도 안산시
일동패밀리 100인 합창단 음악회,안산문화예술의전당 달맞이극장,합창공연,2017-10-10,2017-10-10,00:00,23:59,무료,일동주민자치위원회,일동주민자치위원회,031-481-5400,안산시마을만들기지원센터,700,,만7세이상 관람가능,,,https://sangnok-gu.iansan.net/dongoffice/01_dong/index.jsp,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2022-08-31,3930000,경기도 안산시
안산시립국악단 오작교프로젝터 II 세계와소통하다,안산문화예술의전당 달맞이극장,국악관현악연주,2017-10-12,2017-10-12,00:00,23:59,무료,안산시립국악단,경기도 안산시,031-481-4097,,700,,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2022-08-31,3930000,경기도 안산시
